Weight	Nested	Procedure	stimulussentence	sentID	Condition	label	CriticalWord	repCorr
1		trialprocedure	Hemma i Sverige ringde pojken och alla gick in.	789	2	233	5	f
1		trialprocedure	Kanske flickan smakade Annas kakor.	778	1	124	2	j
1		trialprocedure	Hemma han ringde och alla gick in.	549	1	132	2	j
1		trialprocedure	Idag sjöng hon hemma i köket.	719	2	242	3	f
1		trialprocedure	Naturligtvis pojken grät när Sara gick på fest.	854	1	114	2	j
1		trialprocedure	Idag på rasten letade flickan efter bollen nere vid sjön.	502	2	243	5	f
1		trialprocedure	Hemma i Sverige pojken svarade på frågan.	870	1	133	4	j
1		trialprocedure	Idag hon lekte med Anders och Erik.	820	1	142	2	j
1		trialprocedure	Naturligtvis han klättrade upp i trädet snabbt.	611	1	112	2	j
1		trialprocedure	Idag sparade flickan pengarna till kakorna.	811	2	244	3	f
1		trialprocedure	Hemma grät flickan.	805	2	234	3	f
1		trialprocedure	Kanske pojken jobbade med läxan där hemma.	556	1	124	2	j
1		trialprocedure	Naturligtvis tvättade pojken Saras nya röda klänning.	622	2	214	3	f
1		trialprocedure	Idag efter rasten pratade flickan med sin fröken.	493	2	243	5	f
1		trialprocedure	Naturligtvis smakade hon.	836	2	212	3	f
1		trialprocedure	Hemma i Lund drack hon saft.	796	2	231	5	f
1		trialprocedure	Hemma pojken sprang till Sara.	817	1	134	2	j
1		trialprocedure	Kanske arbetade hon.	927	2	222	3	f
1		trialprocedure	Idag flickan tystnade när hon fick se hunden.	928	1	144	2	j
1		trialprocedure	Hemma i Sverige pojken väntade på att Anna skulle komma.	874	1	133	4	j
1		trialprocedure	Kanske hon sov på soffan.	850	1	122	2	j
1		trialprocedure	Idag arbetade han.	776	2	242	3	f
1		trialprocedure	Naturligtvis han läste läxan.	750	1	112	2	j
1		trialprocedure	Hemma satt hon vid sin bänk.	632	2	232	3	f
1		trialprocedure	Idag hon vilade.	918	1	142	2	j
1		trialprocedure	Hemma i Malmö han målade bänken.	647	1	131	4	j
1		trialprocedure	Hemma läste flickan en bok för Sara.	742	2	234	3	f
1		trialprocedure	Hemma i Malmö skrev pojken kortet med blommorna till Anna.	612	2	233	5	f
1		trialprocedure	Idag på morgonen vaknade han under filten.	766	2	241	5	f
1		trialprocedure	Idag på morgonen han drack upp.	631	1	141	4	j
1		trialprocedure	Naturligtvis flickan vilade bakom trädet.	702	1	114	2	j
1		trialprocedure	Hemma han sov på soffan.	660	1	132	2	j
1		trialprocedure	Kanske berättade flickan vad som hade hänt.	846	2	224	3	f
1		trialprocedure	Idag på morgonen pojken vaknade under filten.	693	1	143	4	j
1		trialprocedure	Idag ramlade flickan.	636	2	244	3	f
1		trialprocedure	Idag på eftermiddagen han hoppade på studsmattan hela kvällen.	797	1	141	4	j
1		trialprocedure	Idag klättrade hon upp i trädet snabbt.	505	2	242	3	f
1		trialprocedure	Kanske grät hon för att de var elaka.	604	2	222	3	f
1		trialprocedure	Idag vilade flickan.	881	2	244	3	f
1		trialprocedure	Kanske ringde pojken till Erik senare på kvällen.	788	2	224	3	f
1		trialprocedure	Idag efter skolan betalade han.	947	2	241	5	f
1		trialprocedure	Hemma i Lund pojken kröp in under den varma filten.	762	1	133	4	j
1		trialprocedure	Kanske flickan betalade.	843	1	124	2	j
1		trialprocedure	Kanske han drack mjölk.	586	1	122	2	j
1		trialprocedure	Naturligtvis hon tittade på matchen.	841	1	112	2	j
1		trialprocedure	Hemma flickan talade med Erik.	669	1	134	2	j
1		trialprocedure	Hemma i Lund satt flickan vid sin bänk.	547	2	233	5	f
1		trialprocedure	Hemma i Lund satt hon vid sin bänk.	573	2	231	5	f
1		trialprocedure	Hemma tystnade han för att lyssna på fåglarna.	658	2	232	3	f
1		trialprocedure	Naturligtvis skrev hon.	761	2	212	3	f
1		trialprocedure	Hemma hon läste en bok för Sara.	894	1	132	2	j
1		trialprocedure	Naturligtvis talade flickan med Anders.	718	2	214	3	f
1		trialprocedure	Hemma i Lund hon talade med Erik.	866	1	131	4	j
1		trialprocedure	Idag hon ramlade.	639	1	142	2	j
1		trialprocedure	Idag efter skolan klättrade flickan upp i trädet snabbt.	757	2	243	5	f
1		trialprocedure	Naturligtvis flickan skrev.	572	1	114	2	j
1		trialprocedure	Idag efter rasten flickan grät.	536	1	143	4	j
1		trialprocedure	Hemma jobbade pojken gärna.	810	2	234	3	f
1		trialprocedure	Idag pojken handlade alla de nybakade kakorna.	777	1	144	2	j
1		trialprocedure	Kanske ramlade han och blev ledsen.	710	2	222	3	f
1		trialprocedure	Naturligtvis skrattade hon.	860	2	212	3	f
1		trialprocedure	Naturligtvis han ringde till Anna sent på kvällen.	906	1	112	2	j
1		trialprocedure	Idag pojken vaknade under filten.	510	1	144	2	j
1		trialprocedure	Idag på morgonen drack pojken upp.	585	2	243	5	f
1		trialprocedure	Hemma hos Eric tittade han på Maria och log.	587	2	231	5	f
1		trialprocedure	Naturligtvis flickan svarade Erik.	888	1	114	2	j
1		trialprocedure	Hemma pojken kröp in under den varma filten.	955	1	134	2	j
1		trialprocedure	Hemma i Sverige pojken spelade match.	821	1	133	4	j
1		trialprocedure	Idag efter lunchen pojken smakade mjölken.	833	1	143	4	j
1		trialprocedure	Hemma i Malmö sov pojken på soffan.	620	2	233	5	f
1		trialprocedure	Idag efter lunchen han smakade mjölken.	861	1	141	4	j
1		trialprocedure	Kanske flickan badade.	867	1	124	2	j
1		trialprocedure	Hemma pratade flickan med Eva och Maria.	875	2	234	3	f
1		trialprocedure	Hemma i Lund hon sjöng medan hon städade.	732	1	131	4	j
1		trialprocedure	Idag hon tystnade när hon fick se hunden.	743	1	142	2	j
1		trialprocedure	Idag städade pojken undan sina kläder.	899	2	244	3	f
1		trialprocedure	Hemma hon tvättade filten.	625	1	132	2	j
1		trialprocedure	Hemma sprang han till Sara.	560	2	232	3	f
1		trialprocedure	Naturligtvis skrattade flickan.	521	2	214	3	f
1		trialprocedure	Kanske drack pojken mjölk.	629	2	224	3	f
1		trialprocedure	Kanske hon tvättade kläderna.	886	1	122	2	j
1		trialprocedure	Idag efter rasten berättade hon om sin nya mössa.	930	2	241	5	f
1		trialprocedure	Idag skrattade hon åt Eric när han busade.	855	2	242	3	f
1		trialprocedure	Hemma i Sverige ramlade hon.	614	2	231	5	f
1		trialprocedure	Hemma klättrade han upp till skåpen.	954	2	232	3	f
1		trialprocedure	Hemma hon pratade med Eva och Maria.	816	1	132	2	j
1		trialprocedure	Naturligtvis flickan vaknade på soffan.	794	1	114	2	j
1		trialprocedure	Idag väntade hon på Anna.	691	2	242	3	f
1		trialprocedure	Idag pojken arbetade.	914	1	144	2	j
1		trialprocedure	Kanske hon hoppade.	623	1	122	2	j
1		trialprocedure	Hemma i Malmö målade pojken bänken.	678	2	233	5	f
1		trialprocedure	Naturligtvis målade hon vackra blommor på en tavla.	588	2	212	3	f
1		trialprocedure	Hemma pojken väntade på att Anna skulle komma.	799	1	134	2	j
1		trialprocedure	Kanske berättade hon vad som hade hänt.	824	2	222	3	f
1		trialprocedure	Idag hon läste tidningen.	530	1	142	2	j
1		trialprocedure	Naturligtvis spelade flickan på sitt piano.	911	2	214	3	f
1		trialprocedure	Idag efter lunchen städade pojken undan sina kläder.	912	2	243	5	f
1		trialprocedure	Idag efter skolan flickan låg i soffan och läste.	829	1	143	4	j
1		trialprocedure	Idag på morgonen han målade en bild av en sjö.	739	1	141	4	j
1		trialprocedure	Kanske läste pojken tidningen ifred på sitt rum.	945	2	224	3	f
1		trialprocedure	Hemma i Lund han letade efter sin bok.	709	1	131	4	j
1		trialprocedure	Hemma i Sverige pojken badade gärna.	551	1	133	4	j
1		trialprocedure	Naturligtvis hon sparkade bollen till sina vänner.	856	1	112	2	j
1		trialprocedure	Idag efter skolan skrattade hon åt Eric när han busade.	652	2	241	5	f
1		trialprocedure	Hemma sov pojken på soffan.	578	2	234	3	f
1		trialprocedure	Kanske flickan hoppade.	599	1	124	2	j
1		trialprocedure	Idag satt flickan.	704	2	244	3	f
1		trialprocedure	Kanske städade flickan huset.	594	2	224	3	f
1		trialprocedure	Idag efter rasten hon satt.	637	1	141	4	j
1		trialprocedure	Kanske låg han och läste tidningen.	593	2	222	3	f
1		trialprocedure	Hemma flickan drack saft.	579	1	134	2	j
1		trialprocedure	Idag hon berättade om sin nya mössa.	613	1	142	2	j
1		trialprocedure	Idag efter lunchen spelade pojken fotboll på gräsmattan.	744	2	243	5	f
1		trialprocedure	Hemma grät hon.	723	2	232	3	f
1		trialprocedure	Naturligtvis hon drack mjölk.	840	1	112	2	j
1		trialprocedure	Hemma han väntade på att Anna skulle komma.	926	1	132	2	j
1		trialprocedure	Idag jobbade pojken gärna.	790	2	244	3	f
1		trialprocedure	Idag letade hon efter bollen nere vid sjön.	883	2	242	3	f
1		trialprocedure	Idag pojken svarade snabbt.	921	1	144	2	j
1		trialprocedure	Idag på eftermiddagen flickan sjöng hemma i köket.	751	1	143	4	j
1		trialprocedure	Kanske hon talade med sin fröken.	566	1	122	2	j
1		trialprocedure	Hemma sjöng flickan medan hon städade.	582	2	234	3	f
1		trialprocedure	Hemma hos Eric tittade pojken på Maria och log.	659	2	233	5	f
1		trialprocedure	Naturligtvis städade flickan hela köket.	523	2	214	3	f
1		trialprocedure	Kanske flickan grät för att de var elaka.	598	1	124	2	j
1		trialprocedure	Hemma i Malmö han smakade alla de nybakade kakorna.	760	1	131	4	j
1		trialprocedure	Hemma i Lund flickan talade med Erik.	908	1	133	4	j
1		trialprocedure	Idag på eftermiddagen väntade hon på Anna.	835	2	241	5	f
1		trialprocedure	Naturligtvis vilade hon bakom trädet.	847	2	212	3	f
1		trialprocedure	Hemma hos Eva pratade hon med Eva och Maria.	882	2	231	5	f
1		trialprocedure	Naturligtvis pojken letade efter henne i skoaffären.	634	1	114	2	j
1		trialprocedure	Idag på rasten letade hon efter bollen nere vid sjön.	488	2	241	5	f
1		trialprocedure	Kanske pojken letade efter Sara som lekte.	522	1	124	2	j
1		trialprocedure	Kanske skrattade hon.	602	2	222	3	f
1		trialprocedure	Kanske hon betalade.	543	1	122	2	j
1		trialprocedure	Hemma hos Eric pojken vaknade.	689	1	133	4	j
1		trialprocedure	Hemma i Lund hon arbetade medan Sara lekte.	682	1	131	4	j
1		trialprocedure	Idag talade hon med Eva och Maria.	657	2	242	3	f
1		trialprocedure	Idag efter skolan pojken arbetade.	605	1	143	4	j
1		trialprocedure	Idag pojken ringde till sin pappa.	838	1	144	2	j
1		trialprocedure	Idag skrev flickan i sin dagbok.	727	2	244	3	f
1		trialprocedure	Hemma tvättade flickan filten.	871	2	234	3	f
1		trialprocedure	Idag hon badade.	711	1	142	2	j
1		trialprocedure	Hemma i Lund klättrade pojken upp till skåpen.	668	2	233	5	f
1		trialprocedure	Idag på morgonen målade pojken en bild av en sjö.	690	2	243	5	f
1		trialprocedure	Idag efter rasten hon ramlade.	864	1	141	4	j
1		trialprocedure	Hemma målade han bänken.	851	2	232	3	f
1		trialprocedure	Naturligtvis pojken ringde till Anna sent på kvällen.	677	1	114	2	j
1		trialprocedure	Kanske arbetade flickan.	873	2	224	3	f
1		trialprocedure	Naturligtvis hon städade hela köket.	626	1	112	2	j
1		trialprocedure	Hemma hon dansade hela dagen.	803	1	132	2	j
1		trialprocedure	Naturligtvis joggade flickan med Sara I skogen.	715	2	214	3	f
1		trialprocedure	Hemma hos Maria läste hon en bok för Sara.	520	2	231	5	f
1		trialprocedure	Naturligtvis sprang hon på gräsmattan tillsammans med Anna.	950	2	212	3	f
1		trialprocedure	Hemma pojken ringde och alla gick in.	574	1	134	2	j
